Area,ISSCAAP,ASFIS Name,Location,Status
61,33,Pagrus major,Japan,O
61,33,Pleurogrammus azonus,Japan,O
61,33,Takifugu rubripes,Japan,M
61,33,Takifugu rubripes,Japan,O
61,34,Arctoscopus japonicus,Korea,O
61,34,Beryx decadactylus,Japan,M
61,34,Muraenesox cinereus,Area at large,U
61,34,Trichiurus lepturus,China,M
61,34,Trichiurus lepturus,Korea,O
61,37,Cololabis saira,NPFC,O
61,37,Decapterus maruadsi,China,M
61,37,Scomber australasicus,Japan,O
61,37,Scomber australasicus,Japan,O
61,37,Scomber japonicus,Japan,O
61,37,Scomber Japonicus,NPFC,O
61,37,Scomber japonicus,China,M
61,37,Seriola quinqueradiata,Japan,M
61,37,Trachurus japonicus,Japan,M
61,37,Trachurus japonicus,Japan,O
61,37,Trachurus japonicus,China,O
61,23,Mizuhopecten yessoensis,Area at large,U
61,23,Oncorhynchus gorbuscha,Area at large,O
61,24,Clupanodon thrissa,Korea,U
61,39,Actinopterygii,Area at large,O
61,42,Brachyura,Area at large,U
61,42,Chionoecetes japonicus,Korea,U
61,42,Chionoecetes opilio,Japan,M
61,42,Chionoecetes opilio,Korea,U
61,42,Portunus trituberculatus,Korea,M
61,42,Portunus trituberculatus,China,M
61,44,Paralithodes camtschaticus,Russia,U
61,45,Penaeus chinensis,Area at large,U
61,45,Trachysalambria curvirostris,China,U
61,55,Oncorhynchus keta,Area at large,O
61,57,Octopodidae,Korea,M
61,57,Sepiidae,Area at large,M
61,57,"Sepiidae, Sepiolidae",Korea,O
61,57,Todarodes pacificus,Japan,O
61,57,Todarodes pacificus,Japan,O
61,58,Mollusca,Area at large,M
67,35,Clupea pallasii,Canada,M
67,35,Clupea pallasii,Canada,M
67,35,Clupea pallasii,Canada,M
67,35,Clupea pallasii,Canada,M
67,35,Clupea pallasii,Canada,M
67,35,Clupea pallasii,USA,M
67,32,Sardinops sagax,Canada,O
67,32,Gadus macrocephalus,Canada,M
67,32,Merluccius productus,Canada,M
67,32,Gadus chalcogrammus,Canada,M
67,32,Gadus macrocephalus,USA,M
67,32,Gadus macrocephalus,USA,M
67,32,Gadus macrocephalus,USA,M
67,32,Merluccius productus,USA,M
67,32,Gadus chalcogrammus,USA,M
67,32,Gadus chalcogrammus,USA,M
67,32,Gadus chalcogrammus,USA,M
67,32,Gadus chalcogrammus,USA,M
67,33,Ophiodon elongatus,Canada,M
67,33,Pleurogrammus monopterygius,USA,M
67,33,Ophiodon elongatus,USA,M
67,34,Sebastes paucispinis,Canada,M
67,34,Sebastes pinniger,Canada,M
67,34,Sebastes alutus,Canada,M
67,34,Sebastes alutus,Canada,M
67,34,Sebastes alutus,Canada,M
67,34,Sebastes maliger,Canada,M
67,34,Sebastes maliger,Canada,M
67,34,Sebastes aleutianus,Canada,M
67,34,Anoplopoma fimbria,Canada,M
67,34,Sebastes entomelas,Canada,M
67,34,Sebastes ruberrimus,Canada,O
67,34,Sebastes ruberrimus,Canada,O
67,34,Sebastes reedi,Canada,U
67,34,Sebastes flavidus,Canada,M
67,34,Sebastes aleutianus,USA,M
67,34,,USA,M
67,34,Sebastes melanops,USA,M
67,34,Sebastes pinniger,USA,M
67,34,Sebastes caurinus,USA,M
67,34,Sebastes caurinus,USA,U
67,34,Sebastes caurinus,USA,M
67,34,Sebastes crameri,USA,M
67,34,Sebastes ciliatus,USA,U
67,34,Sebastes aleutianus,USA,M
67,34,,USA,U
67,34,Sebastes polyspinis,USA,U
67,34,Sebastes polyspinis,USA,M
67,34,Sebastes alutus,USA,M
67,34,Sebastes alutus,USA,U
67,34,Sebastes maliger,USA,M
67,34,Sebastes maliger,USA,M
67,34,Anoplopoma fimbria,USA,M
67,34,Anoplopoma fimbria,USA,M
67,34,Sebastes borealis,USA,M
67,34,Sebastes borealis,USA,M
67,34,Sebastolobus alascanus,USA,U
67,34,Sebastes miniatus,USA,M
67,34,Sebastes miniatus,USA,U
67,34,Sebastes miniatus,USA,M
67,34,Sebastes ruberrimus,USA,M
67,31,Atheresthes stomias,Canada,M
67,31,Pleuronectes quadrituberculatus,USA,M
67,31,Atheresthes stomias,USA,U
67,31,Atheresthes stomias,USA,U
67,31,Atheresthes stomias,USA,U
67,31,Pleuronectiformes,USA,U
67,31,Microstomus pacificus,USA,U
67,31,Microstomus pacificus,USA,U
67,31,Hippoglossoides elassodon,USA,U
67,31,Hippoglossoides elassodon,USA,U
67,31,Reinhardtius hippoglossoides,USA,M
67,31,Pleuronectiformes,USA,U
67,31,Atheresthes evermanni,USA,M
67,31,Lepidopsetta bilineata,USA,M
67,31,Lepidopsetta bilineata,USA,M
67,31,Lepidopsetta bilineata,USA,U
67,31,Lepidopsetta bilineata,USA,U
67,31,Hippoglossus stenolepis,USA,M
67,31,Eopsetta jordani,USA,M
67,31,Glyptocephalus zachirus,USA,U
67,31,Glyptocephalus zachirus,USA,U
67,31,Lepidopsetta bilineata,USA,U
67,31,Lepidopsetta bilineata,USA,U
67,31,Lepidopsetta bilineata,USA,U
67,31,Limanda aspera,USA,U
67,45,,Canada,M
67,45,Pandalus platyceros,Canada,M
67,44,Paralithodes platypus,USA,O
67,44,Paralithodes platypus,USA,O
67,44,Lithodes aequispina,USA,M
67,44,Lithodes aequispina,USA,M
67,44,Paralithodes camtschaticus,USA,M
67,44,Paralithodes camtschaticus,USA,M
67,42,Cancer magister,Canada,M
67,42,,USA,O
67,42,Chionoecetes bairdi,USA,M
67,23,Oncorhynchus tshawytscha,Canada,O
67,23,Oncorhynchus tshawytscha,Canada,O
67,23,Oncorhynchus tshawytscha,Canada,M
67,23,Oncorhynchus kisutch,Canada,M
67,23,Oncorhynchus keta,Canada,M
67,23,Oncorhynchus keta,Canada,M
67,23,Oncorhynchus gorbuscha,Canada,M
67,23,Oncorhynchus gorbuscha,Canada,M
67,23,Oncorhynchus nerka,Canada,O
67,23,Oncorhynchus nerka,Canada,M
67,23,Oncorhynchus nerka,Canada,M
67,23,Oncorhynchus nerka,Canada,M
67,23,Oncorhynchus nerka,Canada,M
67,23,Oncorhynchus nerka,Canada,M
67,23,Oncorhynchus nerka,Canada,M
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,O
67,23,Oncorhynchus tshawytscha,USA,O
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus tshawytscha,USA,U
67,23,Oncorhynchus tshawytscha,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,U
67,23,Oncorhynchus kisutch,USA,U
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,O
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,U
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,O
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus kisutch,USA,U
67,23,Oncorhynchus kisutch,USA,O
67,23,Oncorhynchus kisutch,USA,U
67,23,Oncorhynchus kisutch,USA,M
67,23,Oncorhynchus gorbuscha,USA,U
71,38,Carcharhinus longimanus,High seas,O
71,38,Chiloscyllium punctatum,Cambodia,M
71,38,Chiloscyllium punctatum,Thailand,M
71,38,Chiloscyllium punctatum,Malaysia,U
71,38,Carcharhinus amblyrhynchos,Marshall Islands,U
71,38,Triaenodon obesus,Marshall Islands,U
71,38,Carcharhinus falciformis,High seas,O
71,36,Katsuwonus pelamis,High Seas,U
71,36,Thunnus albacares,High Seas,U
71,36,Thunnus alalunga,High Seas,M
71,36,Thunnus obesus,High Seas,M
71,36,Thunnus tonggol,FAO Fishing Area at large,O
71,36,Thunnus tonggol,Indonesia,O
71,36,Thunnus tonggol,South China Sea,U
71,36,Auxis rochei,FAO Fishing Area at large,O
71,36,Auxis rochei,Philippines,O
71,36,Auxis rochei,Vietnam,O
71,36,Auxis thazard,FAO Fishing Area at large,O
71,36,Auxis thazard,Vietnam,M
71,36,Auxis thazard,Philippines,O
71,36,Euthynnus affinis,Indonesia,O
71,36,Euthynnus affinis,Philippines,O
71,36,Euthynnus affinis,South China Sea,U
71,35,Sardinella lemuru,Philippines (Sulu Sea),M
71,35,Sardinella lemuru,Philippines (Tabayas Bay),M
71,35,Sardinella lemuru,Indonesia (Bali),O
71,35,Sardinella lemuru,Indonesia (Sulu Sea),U
71,35,Sardinella gibbosa,Indonesia (Sulu Sea),M
71,35,Sardinella gibbosa,Philippines (Visayan Sea),O
71,35,Sardinella gibbosa,Indonesia (Sulawesi Sea),U
71,35,Sardinella gibbosa,Philippines (Tabayas Bay),U
71,35,Amblygaster sirm,FAO Fishing Area at large,O
71,35,Chirocentrus spp,FAO Fishing Area at large,O
71,35,Encrasicholina heteroloba,Thailand,U
71,35,Encrasicholina heteroloba,Vietnam,M
71,35,Dussumieria acuta,FAO Fishing Area at large,O
71,33,Caesionidae,FAO Fishing Area at large,U
71,33,Cephalopholis boenak,FAO Fishing Area at large,O
71,33,Etelis coruscans,Wallis and Futuna,U
71,33,Lethrinus nebulosus,New Caledonia,O
71,33,Mene maculata,FAO Fishing Area at large,O
71,33,Lutjanus sebae,Indonesia,O
71,33,Naso lituratus,Palau,M
71,33,Naso lituratus,Tuvalu,O
71,33,Naso lituratus,Marshall Islands,U
71,33,Priacanthus macracanthus,Indonesia,M
71,33,Priacanthus macracanthus,Vietnam,O
71,33,Naso unicornis,Fiji,M
71,33,Naso unicornis,Guam,M
71,33,Naso unicornis,Palau,M
71,33,Naso unicornis,Wallis and Futuna,O
71,33,Naso unicornis,Tuvalu,U
71,33,Naso vlamingii,Tuvalu,U
71,33,Naso unicornis,New Caledonia,O
71,33,Plectropomus leopardus,FAO Fishing Area at large,O
71,33,Plectropomus leopardus,New Caledonia,O
71,33,Plectropomus leopardus,Indonesia,O
71,33,Saurida elongata,Thailand,O
71,33,Saurida elongata,Vietnam,O
71,33,Saurida tumbil,Vietnam,O
71,33,Saurida undosquamis,Thailand,U
71,33,Parupeneus barberinus,Palau,U
71,33,Lethrinidae,New Caledonia,O
71,33,Parupeneus barberinus,Solomon Islands,U
71,33,Epinephelus cyanopodus,New Caledonia,O
71,33,Gerres oblongus/Gerres oyena,New Caledonia,O
71,33,Lethrinus miniatus,New Caledonia,O
71,33,Lethrinus obsoletus,Tuvalu,M
71,33,Lethrinus obsoletus,Fiji,O
71,33,Lethrinus obsoletus,Palau,O
71,33,Lethrinus olivaceous,Fiji,M
71,33,Lethrinus olivaceous,Wallis and Futuna,M
71,33,Lethrinus olivaceous,Guam,O
71,33,Lethrinus olivaceous,Palau,O
71,33,Lethrinus olivaceous,Tuvalu,O
71,33,Lethrinus ornatus,Indonesia,O
71,33,Lethrinus rubrioperculatus,Palau,M
71,33,Lethrinus variegatus,Indonesia,O
71,33,Lethrinus xanthochilus,Guam,M
71,33,Lethrinus xanthochilus,Palau,M
71,33,Lethrinus xanthochilus,Solomon Islands,O
71,33,Lethrinus xanthochilus,Tuvalu,O
71,33,Lethrinus xanthochilus,Fiji,U
71,33,Lethrinus xanthochilus,Wallis and Futuna,U
71,33,Lutjanus vitta,New Caledonia,O
71,33,Lutjanus vitta,Indonesia,O
71,33,Lutjanus adetii,New Caledonia,O
71,33,Lutjanus erythropterus,Indonesia,U
71,33,Lutjanus fulvus,Tuvalu,M
71,33,Lutjanus fulvus,Guam,O
71,33,Lutjanus gibbus,Tuvalu,M
71,33,Lutjanus gibbus,Marshall Islands,O
71,33,Lutjanus gibbus,Fiji,O
71,33,Lutjanus gibbus,Palau,O
71,33,Lutjanus gibbus,Guam,U
71,33,Lutjanus gibbus,Solomon Islands,U
71,33,Lutjanus gibbus,Wallis and Futuna,U
71,33,Lutjanus johnii,Indonesia,O
71,33,Lutjanus russelli,Indonesia,O
71,33,Lutjanus malabaricus,Northern Australia (Timor/Arafura Sea),M
71,33,Lutjanus malabaricus,Indonesia,O
71,33,Lutjanus monostigma,Wallis and Futuna,U
71,33,Monotaxis grandoculis,Fiji,M
71,33,Monotaxis grandoculis,Guam,M
71,33,Monotaxis grandoculis,Wallis and Futuna,M
71,33,Monotaxis grandoculis,Tuvalu,O
71,33,Mulloidichthys vanicolensis,New Caledonia,O
71,33,Lethrinus lentjan,Fiji,M
71,33,Lethrinus lentjan,Solomon Islands,M
71,33,Lethrinus lentjan,Indonesia,U
71,33,Lethrinus harak,Indonesia,M
71,33,Lethrinus harak,Fiji,O
71,33,Lethrinus harak,Wallis and Futuna,U
71,33,Lethrinus laticaudis,Indonesia,U
71,33,Hipposcarus longiceps,Wallis and Futuna,M
71,33,Hipposcarus longiceps,Vanuatu (Mangalilu),M
71,33,Hipposcarus longiceps,Palau,O
71,33,Hipposcarus longiceps,Vanuatu (Maskelynes),O
71,33,Hipposcarus longiceps,Fiji,O
71,33,Hipposcarus longiceps,Guam,U
71,33,Hipposcarus longiceps,Solomon Islands,U
71,33,Hipposcarus longiceps,Tuvalu,U
71,33,Epinephelus maculatus,Wallis and Futuna,M
71,33,Epinephelus maculatus,Fiji,O
71,33,Epinephelus maculatus,Tuvalu,O
71,33,Acanthurus lineatus,Tuvalu,M
71,33,Acanthurus lineatus,Solomon Islands,M
71,33,Acanthurus nigricauda,Palau,M
71,33,Acanthurus nigricauda,Solomon Islands,M
71,33,Acanthurus nigricauda,Wallis and Futuna,O
71,33,Kyphosus pacificus,New Caledonia,O
71,33,Acanthurus xanthopterus,Wallis and Futuna,M
71,33,Acanthurus xanthopterus,Fiji,U
71,33,Acanthurus triostegus,Tuvalu,M
71,33,Acanthurus triostegus,Marshall Islands,U
71,33,Acanthopagrus akazakii,New Caledonia,O
71,33,Chlorurus microrhinos,Fiji,M
71,33,Chlorurus microrhinos,Guam,M
71,33,Chlorurus microrhinos,Palau,M
71,33,Chlorurus microrhinos,Wallis and Futuna,M
71,33,Chlorurus microrhinos,Vanuatu (Maskelynes),O
71,33,Chlorurus microrhinos,Vanuatu (Mangalilu),O
71,33,Epinephelus polyphekadion,Marshall Islands,O
71,33,Epinephelus polyphekadion,Fiji,O
71,33,Epinephelus polyphekadion,Tuvalu,O
71,33,Epinephelus polyphekadion,Wallis and Futuna,O
71,33,Atrobucca brevis,Indonesia,O
71,33,Bolbometopon muricatum,Marshall Islands,O
71,33,Cheilinus undulatus,Marshall Islands,O
71,33,Epinephelus amblycephalus,Indonesia,U
71,33,Epinephelus areolatus,Indonesia,O
71,33,Epinephelus bleekeri,Indonesia,U
71,33,Epinephelus coioides,Indonesia,O
71,33,Nemipterus hexodon,Thailand,M
71,33,Nemipterus japonicus,Indonesia,U
71,33,Photopectoralis bindus,Philippines,O
71,33,Pristipomoides typus,Indonesia,M
71,33,Pristipomoides multidens,Indonesia,O
71,33,Sargocentron spiniferum,Tuvalu,O
71,33,Scarus rivulatus,Fiji,O
71,33,Protonibea diacanthus,Indonesia,O
71,33,Pomadasys kaakan,Indonesia,U
71,33,Siganus argenteus,Solomon Islands,M
71,33,Priacanthus tayenus,Thailand,U
71,33,Siganus argenteus,Vanuatu (Maskelynes),M
71,33,Siganus argenteus,Vanuatu (Mangalilu),M
71,33,Siganus argenteus,Marshall Islands,O
71,33,Siganus argenteus,Tuvalu,U
71,33,Scolopsis taeniopterus,Vietnam,U
71,33,Upeneus spp,FAO Fishing Area at large,U
71,33,Siganus canaliculatus,Indonesia,O
71,33,Siganus guttatus,Indonesia,M
71,33,Siganus punctatus,Vanuatu (Maskelynes),M
71,33,Siganus punctatus,Vanuatu (Mangalilu),U
71,33,Siganus spinus,Vanuatu (Maskelynes),M
71,33,Siganus spinus,Vanuatu (Mangalilu),O
71,33,Sillaginidae,FAO Fishing Area at large,O
71,34,Trichiurus lepturus,Philippines,O
71,37,Carangidae,New Caledonia,O
71,37,Caranx spp,FAO Fishing Area at large,U
71,37,Decapterus spp,FAO Fishing Area at large,O
71,37,Decapterus spp,Indonesia,O
71,37,Parastromateus niger,FAO Fishing Area at large,U
71,37,Pampus argenteus,FAO Fishing Area at large,O
71,37,Megalaspis cordyla,FAO Fishing Area at large,O
71,37,Elagatis bipinnulata,FAO Fishing Area at large,O
71,37,Rastrelliger kanagurta,New Caledonia,O
71,37,Rastrelliger kanagurta,Thailand,M
71,37,Rastrelliger kanagurta,Brunei,O
71,37,Rastrelliger kanagurta,Indonesia,O
71,37,Rastrelliger kanagurta,Vietnam,O
71,37,Rastrelliger brachysoma,Indonesia,O
71,37,Rastrelliger brachysoma,Philippines,O
71,37,Rastrelliger brachysoma,South China Sea,O
71,37,Rastrelliger brachysoma,Thailand,O
71,37,Rastrelliger brachysoma,Vietnam,O
71,37,Scomberomorus commerson,Northern Australia (Gulf of Carpentaria),M
71,37,Scomberomorus commerson,Northern Australia (Torres Strait),M
71,37,Scomberomorus commerson,Northern Australia (East coast),O
71,37,Scomberomorus commerson,Northern Australia (Northern Territory),U
71,37,Scomberomorus commerson,New Caledonia,U
71,37,Scomberomorus commerson,FAO Fishing Area at large,U
71,37,Scomberomorus commerson,Wallis and Futuna,M
71,37,Scomberomorus commerson,South China Sea,O
71,37,Scomberoides spp,FAO Fishing Area at large,M
71,37,Selar crumenophthalmus,Indonesia (Celebes Sea),M
71,37,Selar crumenophthalmus,Philippines (Zamboanga),M
71,37,Selar crumenophthalmus,Philippines (Manila Bay),M
71,37,Selar crumenophthalmus,Indonesia (Ambon),U
71,37,Selaroides leptolepis,FAO Fishing Area at large,O
71,37,Selaroides leptolepis,Vietnam,U
71,37,Tylosurus spp,FAO Fishing Area at large,O
71,37,Tylosurus crocodilus,New Caledonia,O
71,37,Sphyraena barracuda,FAO Fishing Area at large,M
71,37,Scomberomorus spp,FAO Fishing Area at large,M
71,37,Decapterus maruadsi,Thailand,O
71,37,Decapterus maruadsi,Vietnam,O
71,37,Lactarius lactarius,FAO Fishing Area at large,U
71,37,Platycaranx chrysophrys,Indonesia,U
71,37,Herklotsichthys quadrimaculatus,New Caledonia,O
71,37,Diagramma labiosum,Indonesia,U
71,37,Scomberomorus guttatus,South China Sea,U
71,37,Atule mate,Vietnam,M
71,37,Carangoides orthogrammus,Guam,M
71,37,Carangoides orthogrammus,Wallis and Futuna,O
71,37,Caranx bucculentus,Indonesia,O
71,37,Caranx sexfasciatus,Wallis and Futuna,M
71,37,Decapterus kurroides,Indonesia,O
71,37,Decapterus macarellus,Indonesia (Celebes Sea),M
71,37,Decapterus macarellus,Philippines (Manila Bay),M
71,37,Decapterus macarellus,Indonesia (West Papua),O
71,37,Decapterus macarellus,Philippines (Zamboanga),O
71,37,Decapterus macarellus,South China Sea,O
71,37,Decapterus macrosoma,Indonesia,M
71,37,Decapterus macrosoma,Philippines (Palawan),M
71,37,Decapterus macrosoma,Philippines (Visayan Sea),M
71,37,Decapterus macrosoma,Philippines (Tabayas Bay),U
71,42,Portunus pelagicus,Thailand,U
71,42,Portunus pelagicus,FAO Fishing Area at large,O
71,42,Scylla serrata,New Caledonia,M
71,42,Scylla serrata,FAO Fishing Area at large,U
71,43,Panulirus ornatus,Northern Australia,M
71,43,Panulirus versicolor,Indonesia,O
71,44,Birgus latro,Nauru,O
71,52,Trochus niloticus,New Caledonia,O
71,52,Charonia tritonis,Nauru,O
71,52,Lambis lambis,Marshall Islands,O
71,52,Strombus luhuanus,Marshall Islands,U
71,56,Anadara granosa,FAO Fishing Area at large,O
71,56,Tridacna spp.,New Caledonia,O
71,45,Penaeus indicus/P. merguiensis,Northern Australia (Northern prawn fishery),M
71,45,Penaeus merguiensis,Thailand,U
71,45,Penaeus merguiensis,Indonesia (West Papua),O
71,45,Penaeus merguiensis,Indonesia (West Kalimantan),U
71,45,Metapenaeus endeavouri/M. ensis,Northern Australia (Northern prawn fishery),M
71,45,Metapenaeus endeavouri/M. ensis,Northern Australia (East coast),M
71,45,Metapenaeus spp,FAO Fishing Area at large,M
71,45,Metapenaeus ensis,Vietnam,U
71,45,Metapenaeus affinis,Vietnam,U
71,45,Penaeus esculentus/P. semisulcatus,Vietnam,M
71,45,Penaeus esculentus/P. semisulcatus,Vietnam,M
71,45,Penaeus indicus,Vietnam,O
71,57,Octopus spp.,Vietnam,M
71,57,Sepiolidae spp.,Vietnam,M
71,57,Octopus spp.,Vietnam,M
71,57,Sepia aculeata,Vietnam,M
71,57,Uroteuthis chinensis,Vietnam,U
71,57,Uroteuthis duvaucelii,Vietnam,O
71,57,Uroteuthis duvaucelii,Vietnam,O
77,38,Sphyrna lewini,Guatemala,M
77,38,Beringraja binoculata,United States of America,U
77,38,Alopias pelagicus,Guatemala,U
77,38,Carcharhinus falciformis,Guatemala,U
77,36,Scomberomorus sierra 1,Mexico,U
77,36,Scomberomorus sierra 2,Mexico,U
77,36,Scomberomorus sierra,Costa Rica,U
77,36,Auxis thazard,Eastern Central Pacific,O
77,36,Makaira nigricans,Eastern Central Pacific,U
77,36,Xiphias gladius,Eastern Central Pacific,O
77,35,Engraulis mordax,"United States of America, Mexico",M
77,35,Sardinops sagax,"United States of America, Mexico",O
77,35,Sardinops sagax,"United States of America, Mexico",U
77,35,Sardinops sagax,Mexico,U
77,35,Opisthonema libertate,Mexico,O
77,35,Opisthonema libertate,Panama,O
77,35,Cetengraulis mysticetus,Mexico,U
77,35,Cetengraulis mysticetus,Panama,M
77,35,Lile stolifera,Eastern Central Pacific,O
77,32,Merluccius productus,United States of America,U
77,32,Merluccius productus,Mexico,M
77,23,Oncorhynchus tshawytscha,United States of America (California Central Valley),O
77,23,Oncorhynchus tshawytscha,United States of America (Northern California),O
77,31,Citharichthys sordidus,United States of America,U
77,31,Cyclopsetta querna,Guatemala,U
77,31,Cyclopsetta panamensis,Panama,O
77,33,Lutjanus peru,Mexico,O
77,33,Ariidae,Eastern Central Pacific,M
77,33,Serranidae,Costa Rica,O
77,33,Lutjanus guttatus,Mexico,O
77,33,Lutjanus argentiventris,Mexico,M
77,33,Lutjanus argentiventris,Costa Rica,U
77,33,Centropomus robalito,Mexico,U
77,33,Gerreidae,Mexico,U
77,33,Gerreidae,Mexico,M
77,33,Ophiodon elongatus,United States of America,M
77,33,Hoplopagrus guentherii,Mexico,M
77,33,Hoplopagrus guentherii,Costa Rica,U
77,33,Sciaenidae,Costa Rica,O
77,33,Pomadasys panamensis,Panama,O
77,33,Scorpaenichthys marmoratus,United States of America,U
77,33,Lutjanus novemfasciatus,Costa Rica,U
77,33,Lutjanus colorado,Costa Rica,U
77,33,Cynoscion othonopterum,Mexico,O
77,33,Micropogonias megalops,Mexico,U
77,33,Paralabrax nebulifer,Mexico,M
77,34,"Sebastes miniatus, S. crocotulus",United States of America,M
77,34,Sebastes melanops,United States of America,M
77,34,Sebastes melanostomus,United States of America,M
77,34,Sebastes paucispinis,United States of America,M
77,34,"Sebastes mystinus, S. diaconus",United States of America,M
77,34,Scorpaena guttata,United States of America,U
77,34,Sebastes goodei,United States of America,U
77,34,Sebastes levis,United States of America,U
77,34,Sebastolobus altivelis,United States of America,U
77,34,"Sebastes carnatus, S. chrysomelas",United States of America,U
77,34,Sebastes jordani,United States of America,U
77,34,Sebastes saxicola,United States of America,U
77,34,Cynoponticus coniceps,Costa Rica,U
77,34,Trichiuridae,Eastern Central Pacific,O
77,37,Scomber japonicus,"United States of America, Mexico",M
77,37,Trachurus symmetricus,United States of America,U
77,37,Bramidae,Eastern Central Pacific,M
77,37,Caranx caballus,Costa Rica,U
77,37,Coryphaena hippurus,Guatemala,O
77,37,Caranx caninus,Costa Rica,U
77,42,Cancer magister,United States of America,M
77,42,Callinectes bellicosus,Mexico,U
77,43,Panulirus interruptus,Mexico,M
77,45,Penaeus brevirostris,Guatemala,O
77,45,Penaeus brevirostris,Panama,M
77,45,Penaeus brevirostris,El Salvador,O
77,45,Penaeus brevirostris,Costa Rica,O
77,45,Penaeus vannamei,Guatemala,O
77,45,Penaeus vannamei,El Salvador,O
77,45,Penaeus vannamei,Guatemala,M
77,45,Xiphopenaeus riveti,Guatemala,O
77,45,Xiphopenaeus riveti,El Salvador,O
77,45,Penaeus californiensis,El Salvador,O
77,45,Penaeus californiensis,Guatemala,O
77,45,Penaeus stylirostris,Guatemala,O
77,45,Penaus spp.,Panama,U
77,55,Argopecten circularis,Mexico,U
77,56,Megapitaria squalida,Mexico,O
77,77,Stomolophus spp.,Mexico,M