"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","PNG.LP.A","OBS_VALUE","Papua New Guinea","Population, Number","Annual","Millions","5.647","5.781","5.917","6.056","6.196","6.339","6.738","7.254","7.615","7.993","8.39","8.807","9.245","9.704","10.186","10.693","11.224","11.782"
"IMF.RES:WEO(4.0.0)","POL.LP.A","OBS_VALUE","Poland, Republic of","Population, Number","Annual","Millions","38.191","38.174","38.157","38.125","38.116","38.136","38.023","38.063","38.064","38.063","38.018","38.006","37.967","37.973","37.977","37.973","37.958","37.073"
"IMF.RES:WEO(4.0.0)","PRY.LP.A","OBS_VALUE","Paraguay","Population, Number","Annual","Millions","5.682","5.78","5.877","5.975","6.072","6.169","6.266","6.363","6.461","6.559","6.657","6.756","6.855","6.954","7.053","7.153","7.253","7.353"
"IMF.RES:WEO(4.0.0)","SAU.LP.A","OBS_VALUE","Saudi Arabia","Population, Number","Annual","Millions","20.071","20.586","21.113","21.655","22.21","22.78","23.978","25.092","26.169","27.624","28.309","29.816","30.954","30.977","30.196","30.064","31.553","30.784"
"IMF.RES:WEO(4.0.0)","RUS.LP.A","OBS_VALUE","Russian Federation","Population, Number","Annual","Millions","144.067","143.519","143.05","142.805","142.742","142.785","142.849","143.018","143.378","143.806","146.508","146.963","147.381","147.689","147.819","147.9","147.708","147.218"
"IMF.RES:WEO(4.0.0)","SDN.LP.A","OBS_VALUE","Sudan","Population, Number","Annual","Millions","34.474","35.3","36.218","37.159","38.126","39.117","40.134","32.661","35.056","36.164","37.289","38.435","39.599","40.783","41.985","43.222","44.345","45.498"
"IMF.RES:WEO(4.0.0)","SLB.LP.A","OBS_VALUE","Solomon Islands","Population, Number","Annual","Millions","0.48","0.495","0.509","0.523","0.537","0.552","0.567","0.583","0.599","0.615","0.631","0.647","0.663","0.679","0.695","0.711","0.725","0.74"
"IMF.RES:WEO(4.0.0)","SLE.LP.A","OBS_VALUE","Sierra Leone","Population, Number","Annual","Millions","5.434","5.646","5.829","5.99","6.134","6.273","6.416","6.563","6.713","6.864","7.017","7.172","7.329","7.488","7.65","7.813","7.977","8.141"
"IMF.RES:WEO(4.0.0)","STP.LP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Population, Number","Annual","Millions","0.151","0.155","0.159","0.163","0.167","0.171","0.175","0.179","0.183","0.187","0.191","0.196","0.2","0.204","0.209","0.213","0.218","0.223"
"IMF.RES:WEO(4.0.0)","SSD.LP.A","OBS_VALUE","South Sudan, Republic of","Population, Number","Annual","Millions","","","","","","","","10.449","10.818","11.177","11.531","11.882","12.231","12.585","12.976","13.378","13.779","14.179"
"IMF.RES:WEO(4.0.0)","SOM.LP.A","OBS_VALUE","Somalia","Population, Number","Annual","Millions","","","","","","","","","11.846","12.178","12.519","12.87","13.23","13.6","13.981","14.373","14.775","15.189"
"IMF.RES:WEO(4.0.0)","SVN.LP.A","OBS_VALUE","Slovenia, Republic of","Population, Number","Annual","Millions","1.996","1.998","2.003","2.01","2.01","2.032","2.047","2.05","2.055","2.059","2.061","2.063","2.064","2.066","2.067","2.081","2.096","2.109"
"IMF.RES:WEO(4.0.0)","SVK.LP.A","OBS_VALUE","Slovak Republic","Population, Number","Annual","Millions","5.372","5.373","5.373","5.373","5.376","5.382","5.39","5.392","5.404","5.411","5.416","5.421","5.426","5.435","5.443","5.45","5.458","5.46"
"IMF.RES:WEO(4.0.0)","SUR.LP.A","OBS_VALUE","Suriname","Population, Number","Annual","Millions","0.496","0.501","0.507","0.514","0.521","0.528","0.536","0.541","0.546","0.554","0.563","0.567","0.576","0.583","0.59","0.598","0.609","0.618"
"IMF.RES:WEO(4.0.0)","SYC.LP.A","OBS_VALUE","Seychelles","Population, Number","Annual","Millions","0.082","0.083","0.085","0.085","0.087","0.087","0.09","0.087","0.088","0.09","0.091","0.093","0.094","0.094","0.095","0.096","0.097","0.098"
"IMF.RES:WEO(4.0.0)","SWE.LP.A","OBS_VALUE","Sweden","Population, Number","Annual","Millions","9.011","9.048","9.113","9.183","9.256","9.341","9.416","9.483","9.556","9.645","9.747","9.851","9.995","10.12","10.23","10.328","10.379","10.452"
"IMF.RES:WEO(4.0.0)","SWZ.LP.A","OBS_VALUE","Eswatini, Kingdom of","Population, Number","Annual","Millions","0.992","1.001","1.01","1.018","1.026","1.033","1.041","1.048","1.056","1.063","1.071","1.078","1.086","1.093","1.104","1.115","1.127","1.139"
"IMF.RES:WEO(4.0.0)","TCD.LP.A","OBS_VALUE","Chad","Population, Number","Annual","Millions","9.735","10.097","10.457","10.818","11.184","11.56","11.952","12.361","12.785","13.22","13.664","14.111","14.562","15.017","15.478","15.947","16.426","16.915"
"IMF.RES:WEO(4.0.0)","SYR.LP.A","OBS_VALUE","Syrian Arab Republic","Population, Number","Annual","Millions","18.512","19.121","19.596","20.083","20.581","21.092","21.393","","","","","","","","","","",""
"IMF.RES:WEO(4.0.0)","TJK.LP.A","OBS_VALUE","Tajikistan, Republic of","Population, Number","Annual","Millions","6.713","6.854","7.001","7.152","7.31","7.473","7.642","7.816","7.995","8.178","8.363","8.549","8.735","8.921","9.107","9.292","9.475","9.657"
"IMF.RES:WEO(4.0.0)","TKM.LP.A","OBS_VALUE","Turkmenistan","Population, Number","Annual","Millions","4.887","4.94","4.996","5.055","5.117","5.181","5.268","5.361","5.459","5.56","5.663","5.766","5.869","5.968","6.065","6.158","6.25","6.342"
"IMF.RES:WEO(4.0.0)","TON.LP.A","OBS_VALUE","Tonga","Population, Number","Annual","Millions","0.101","0.101","0.102","0.102","0.102","0.103","0.103","0.103","0.103","0.102","0.102","0.101","0.101","0.101","0.1","0.1","0.1","0.1"
"IMF.RES:WEO(4.0.0)","TUN.LP.A","OBS_VALUE","Tunisia","Population, Number","Annual","Millions","10.018","10.102","10.196","10.298","10.407","10.522","10.64","10.761","10.887","11.015","11.144","11.274","11.403","11.532","11.659","11.783","11.903","12.019"
"IMF.RES:WEO(4.0.0)","TTO.LP.A","OBS_VALUE","Trinidad and Tobago","Population, Number","Annual","Millions","1.29","1.296","1.303","1.308","1.314","1.321","1.328","1.336","1.345","1.354","1.362","1.37","1.378","1.384","1.39","1.395","1.399","1.407"
"IMF.RES:WEO(4.0.0)","TZA.LP.A","OBS_VALUE","Tanzania, United Republic of","Population, Number","Annual","Millions","36.314","37.354","38.421","39.522","40.64","41.824","43.06","44.348","45.688","47.076","48.511","49.989","51.51","53.074","54.68","56.322","58.001","59.73"
"IMF.RES:WEO(4.0.0)","TUR.LP.A","OBS_VALUE","Türkiye, Republic of","Population, Number","Annual","Millions","68.01","68.861","69.73","70.586","71.517","72.561","73.723","74.724","75.627","76.668","77.696","78.741","79.815","80.811","82.004","83.155","83.614","84.68"
"IMF.RES:WEO(4.0.0)","TWN.LP.A","OBS_VALUE","Taiwan Province of China","Population, Number","Annual","Millions","22.689","22.77","22.877","22.958","23.037","23.12","23.162","23.225","23.316","23.374","23.434","23.492","23.54","23.571","23.589","23.603","23.561","23.375"
"IMF.RES:WEO(4.0.0)","UKR.LP.A","OBS_VALUE","Ukraine","Population, Number","Annual","Millions","47.101","46.749","46.466","46.192","45.963","45.783","45.598","45.453","45.373","45.246","42.76","42.591","42.415","42.217","41.984","41.733","41.419","40.998"
"IMF.RES:WEO(4.0.0)","URY.LP.A","OBS_VALUE","Uruguay","Population, Number","Annual","Millions","3.341","3.352","3.358","3.359","3.363","3.378","3.397","3.413","3.426","3.44","3.454","3.467","3.48","3.493","3.506","3.519","3.531","3.543"
"IMF.RES:WEO(4.0.0)","UGA.LP.A","OBS_VALUE","Uganda","Population, Number","Annual","Millions","24.956","25.795","26.678","27.606","28.578","29.549","30.521","31.537","32.548","33.51","34.477","35.492","36.561","37.674","38.823","39.823","41.222","42.46"
"IMF.RES:WEO(4.0.0)","USA.LP.A","OBS_VALUE","United States","Population, Number","Annual","Millions","293.389","296.115","298.93","301.903","304.718","307.374","309.737","311.944","314.167","316.331","318.619","320.926","323.221","325.28","327.023","328.547","331.269","332.33"
"IMF.RES:WEO(4.0.0)","UZB.LP.A","OBS_VALUE","Uzbekistan, Republic of","Population, Number","Annual","Millions","25.707","26.021","26.313","26.664","27.072","27.533","28.001","29.123","29.555","29.994","30.493","31.023","31.575","32.121","32.657","33.256","33.905","34.559"
"IMF.RES:WEO(4.0.0)","VCT.LP.A","OBS_VALUE","St. Vincent and the Grenadines","Population, Number","Annual","Millions","0.108","0.108","0.108","0.109","0.109","0.109","0.109","0.109","0.109","0.109","0.11","0.11","0.11","0.11","0.111","0.111","0.111","0.111"
"IMF.RES:WEO(4.0.0)","VEN.LP.A","OBS_VALUE","Venezuela, República Bolivariana de","Population, Number","Annual","Millions","26.033","26.445","26.858","27.273","27.689","28.106","28.524","28.944","29.365","29.786","30.206","30.62","30.714","30.442","28.903","27.817","27.951","27.586"
"IMF.RES:WEO(4.0.0)","VUT.LP.A","OBS_VALUE","Vanuatu","Population, Number","Annual","Millions","0.209","0.214","0.219","0.224","0.229","0.234","0.24","0.245","0.251","0.257","0.263","0.269","0.272","0.279","0.285","0.292","0.302","0.312"
"IMF.RES:WEO(4.0.0)","YEM.LP.A","OBS_VALUE","Yemen, Republic of","Population, Number","Annual","Millions","20.457","21.01","21.631","22.301","22.982","23.676","24.383","25.105","25.846","26.6","27.368","28.139","28.894","29.654","30.415","31.166","31.927","32.641"
"IMF.RES:WEO(4.0.0)","WSM.LP.A","OBS_VALUE","Samoa","Population, Number","Annual","Millions","0.179","0.18","0.181","0.182","0.183","0.185","0.186","0.187","0.189","0.191","0.192","0.193","0.195","0.197","0.2","0.204","0.202","0.203"
"IMF.RES:WEO(4.0.0)","ZWE.LP.A","OBS_VALUE","Zimbabwe","Population, Number","Annual","Millions","11.73","11.83","12.01","12.04","12.12","12.23","12.34","12.459","13.061","13.43","13.778","14.075","14.371","14.668","14.968","15.268","15.582","15.904"
"IMF.RES:WEO(4.0.0)","ZAF.LP.A","OBS_VALUE","South Africa","Population, Number","Annual","Millions","47.505","48.061","48.642","49.265","49.936","50.654","51.405","52.217","53.068","53.94","54.83","55.711","56.543","57.366","58.233","59.131","60.003","60.642"
"IMF.RES:WEO(4.0.0)","ZMB.LP.A","OBS_VALUE","Zambia","Population, Number","Annual","Millions","11.188","11.565","11.972","12.402","12.853","13.318","13.792","14.266","14.745","15.235","15.738","16.248","16.768","17.298","17.836","18.38","18.928","19.473"
"IMF.RES:WEO(4.0.0)","AFG.LP.A","OBS_VALUE","Afghanistan, Islamic Republic of","Population, Number","Annual","Millions","23.554","24.411","25.443","25.903","26.427","27.385","28.19","29.249","30.466","31.541","32.716","33.753","34.636","35.643","36.687","37.769","38.972","40.099"
"IMF.RES:WEO(4.0.0)","ARE.LP.A","OBS_VALUE","United Arab Emirates","Population, Number","Annual","Millions","3.761","4.106","5.012","6.219","8.074","8.2","8.264","8.394","8.526","8.661","8.799","8.939","9.121","9.304","9.367","9.504","9.282","9.558"
"IMF.RES:WEO(4.0.0)","AUS.LP.A","OBS_VALUE","Australia","Population, Number","Annual","Millions","20.046","20.312","20.628","21.016","21.476","21.866","22.172","22.522","22.928","23.298","23.64","23.985","24.385","24.759","25.146","25.52","25.631","25.771"
"IMF.RES:WEO(4.0.0)","BEN.LP.A","OBS_VALUE","Benin","Population, Number","Annual","Millions","7.895","8.149","8.403","8.648","8.906","9.173","9.446","9.726","10.014","10.309","10.615","10.933","11.26","11.597","11.941","12.29","12.643","12.997"
"IMF.RES:WEO(4.0.0)","BFA.LP.A","OBS_VALUE","Burkina Faso","Population, Number","Annual","Millions","13.446","13.876","14.316","14.757","15.198","15.65","16.117","16.603","17.114","17.636","18.17","18.718","19.275","19.836","20.393","20.952","21.54","22.145"
"IMF.RES:WEO(4.0.0)","BHR.LP.A","OBS_VALUE","Bahrain, Kingdom of","Population, Number","Annual","Millions","0.824","0.889","0.96","1.039","1.107","1.178","1.235","1.195","1.209","1.253","1.315","1.37","1.424","1.501","1.503","1.484","1.472","1.505"
"IMF.RES:WEO(4.0.0)","BGR.LP.A","OBS_VALUE","Bulgaria","Population, Number","Annual","Millions","7.761","7.719","7.679","7.64","7.607","7.564","7.505","7.327","7.285","7.246","7.202","7.154","7.102","7.05","7.0","6.951","6.917","6.839"
"IMF.RES:WEO(4.0.0)","BRA.LP.A","OBS_VALUE","Brazil","Population, Number","Annual","Millions","183.47","185.518","187.535","189.459","191.335","193.174","194.749","196.159","197.671","199.227","200.811","202.404","203.872","205.212","206.529","207.9","209.165","210.104"
"IMF.RES:WEO(4.0.0)","BTN.LP.A","OBS_VALUE","Bhutan","Population, Number","Annual","Millions","0.613","0.624","0.635","0.643","0.651","0.659","0.667","0.675","0.683","0.692","0.7","0.713","0.722","0.731","0.735","0.738","0.745","0.753"
"IMF.RES:WEO(4.0.0)","BRN.LP.A","OBS_VALUE","Brunei Darussalam","Population, Number","Annual","Millions","0.352","0.359","0.365","0.37","0.375","0.38","0.387","0.393","0.399","0.403","0.408","0.412","0.417","0.426","0.437","0.451","0.442","0.441"
"IMF.RES:WEO(4.0.0)","CHE.LP.A","OBS_VALUE","Switzerland","Population, Number","Annual","Millions","7.364","7.415","7.459","7.509","7.593","7.702","7.786","7.87","7.955","8.039","8.14","8.238","8.327","8.42","8.484","8.545","8.606","8.67"
"IMF.RES:WEO(4.0.0)","CAN.LP.A","OBS_VALUE","Canada","Population, Number","Annual","Millions","31.899","32.203","32.529","32.849","33.199","33.582","33.959","34.299","34.664","35.032","35.389","35.676","36.053","36.494","37.009","37.555","37.998","38.223"
"IMF.RES:WEO(4.0.0)","CHN.LP.A","OBS_VALUE","China, People's Republic of","Population, Number","Annual","Millions","1299.88","1307.56","1314.48","1321.29","1328.02","1334.5","1340.91","1349.16","1359.22","1367.26","1376.46","1383.26","1392.32","1400.11","1405.41","1410.08","1412.12","1412.6"
"IMF.RES:WEO(4.0.0)","COD.LP.A","OBS_VALUE","Congo, Democratic Republic of the","Population, Number","Annual","Millions","54.315","56.09","57.927","59.835","61.809","63.845","65.939","68.087","70.291","72.553","74.877","77.267","79.801","82.417","85.12","87.911","90.794","93.751"
"IMF.RES:WEO(4.0.0)","CRI.LP.A","OBS_VALUE","Costa Rica","Population, Number","Annual","Millions","4.152","4.215","4.279","4.34","4.404","4.469","4.554","4.613","4.673","4.733","4.793","4.851","4.909","4.966","5.022","5.075","5.128","5.18"
"IMF.RES:WEO(4.0.0)","CZE.LP.A","OBS_VALUE","Czech Republic","Population, Number","Annual","Millions","10.195","10.199","10.224","10.254","10.343","10.426","10.462","10.487","10.505","10.516","10.512","10.538","10.579","10.61","10.65","10.694","10.702","10.517"
"IMF.RES:WEO(4.0.0)","DOM.LP.A","OBS_VALUE","Dominican Republic","Population, Number","Annual","Millions","8.858","8.968","9.071","9.174","9.28","9.38","9.479","9.58","9.681","9.785","9.883","9.98","10.075","10.169","10.266","10.358","10.448","10.536"
"IMF.RES:WEO(4.0.0)","EGY.LP.A","OBS_VALUE","Egypt, Arab Republic of","Population, Number","Annual","Millions","69.3","70.7","72.2","73.6","75.2","76.9","78.7","80.5","82.5","84.6","86.8","89.0","91.0","95.2","97.1","98.9","100.6","102.1"
"IMF.RES:WEO(4.0.0)","FRA.LP.A","OBS_VALUE","France","Population, Number","Annual","Millions","60.505","60.963","61.4","61.795","62.135","62.466","62.765","63.07","63.376","63.698","64.028","64.301","64.469","64.639","64.844","65.097","65.269","65.505"
"IMF.RES:WEO(4.0.0)","GRC.LP.A","OBS_VALUE","Greece","Population, Number","Annual","Millions","10.94","10.97","11.005","11.036","11.061","11.095","11.119","11.123","11.086","11.004","10.927","10.858","10.784","10.768","10.741","10.725","10.719","10.679"
"IMF.RES:WEO(4.0.0)","GUY.LP.A","OBS_VALUE","Guyana","Population, Number","Annual","Millions","0.742","0.742","0.744","0.746","0.748","0.751","0.753","0.756","0.758","0.761","0.764","0.767","0.773","0.778","0.782","0.785","0.787","0.789"
"IMF.RES:WEO(4.0.0)","GRD.LP.A","OBS_VALUE","Grenada","Population, Number","Annual","Millions","0.105","0.104","0.105","0.105","0.105","0.105","0.105","0.107","0.108","0.109","0.109","0.11","0.111","0.111","0.112","0.113","0.113","0.114"
"IMF.RES:WEO(4.0.0)","GTM.LP.A","OBS_VALUE","Guatemala","Population, Number","Annual","Millions","12.682","12.948","13.213","13.477","13.739","14.0","14.26","14.522","14.782","15.044","15.306","15.567","15.828","16.087","16.347","16.604","16.858","17.11"
"IMF.RES:WEO(4.0.0)","HND.LP.A","OBS_VALUE","Honduras","Population, Number","Annual","Millions","7.283","7.459","7.634","7.809","7.981","8.151","8.317","8.481","8.641","8.799","8.956","9.113","9.273","9.436","9.602","9.77","9.942","10.117"
"IMF.RES:WEO(4.0.0)","HKG.LP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Population, Number","Annual","Millions","6.798","6.838","6.904","6.938","6.964","6.996","7.052","7.11","7.171","7.211","7.253","7.31","7.378","7.415","7.488","7.521","7.427","7.402"
"IMF.RES:WEO(4.0.0)","IRN.LP.A","OBS_VALUE","Iran, Islamic Republic of","Population, Number","Annual","Millions","68.345","69.39","70.496","71.532","72.266","73.196","74.157","75.15","76.038","77.016","77.97","78.94","79.926","81.07","82.084","83.075","84.038","84.055"
"IMF.RES:WEO(4.0.0)","ISL.LP.A","OBS_VALUE","Iceland","Population, Number","Annual","Millions","0.291","0.294","0.3","0.308","0.315","0.319","0.318","0.312","0.313","0.316","0.32","0.323","0.326","0.333","0.342","0.349","0.354","0.358"
"IMF.RES:WEO(4.0.0)","JOR.LP.A","OBS_VALUE","Jordan","Population, Number","Annual","Millions","5.532","5.679","6.076","6.473","6.633","6.78","6.931","7.11","7.212","7.695","8.658","9.494","9.965","10.215","10.46","10.699","10.929","11.148"
"IMF.RES:WEO(4.0.0)","KAZ.LP.A","OBS_VALUE","Kazakhstan, Republic of","Population, Number","Annual","Millions","15.013","15.147","15.308","15.484","15.674","16.093","16.322","16.557","16.792","17.036","17.288","17.543","17.794","18.038","18.276","18.514","18.756","19.001"
"IMF.RES:WEO(4.0.0)","KOS.LP.A","OBS_VALUE","Kosovo, Republic of","Population, Number","Annual","Millions","1.631","1.651","1.674","1.699","1.72","1.748","1.775","1.78","1.816","1.821","1.805","1.772","1.784","1.799","1.796","1.782","1.798","1.774"
"IMF.RES:WEO(4.0.0)","KOR.LP.A","OBS_VALUE","Korea, Republic of","Population, Number","Annual","Millions","48.083","48.185","48.438","48.684","49.055","49.308","49.554","49.937","50.2","50.429","50.747","51.015","51.218","51.362","51.585","51.765","51.836","51.77"
"IMF.RES:WEO(4.0.0)","LBN.LP.A","OBS_VALUE","Lebanon","Population, Number","Annual","Millions","4.575","4.643","4.72","4.81","4.888","4.951","4.996","5.045","5.178","5.679","6.274","6.399","6.259","6.109","5.951","5.782","5.663","5.593"
"IMF.RES:WEO(4.0.0)","LBR.LP.A","OBS_VALUE","Liberia","Population, Number","Annual","Millions","3.136","3.218","3.329","3.462","3.608","3.754","3.891","4.017","4.136","4.248","4.36","4.472","4.587","4.702","4.819","4.937","5.058","5.18"
"IMF.RES:WEO(4.0.0)","LUX.LP.A","OBS_VALUE","Luxembourg","Population, Number","Annual","Millions","0.455","0.461","0.469","0.476","0.484","0.494","0.502","0.512","0.525","0.537","0.55","0.563","0.576","0.591","0.602","0.614","0.626","0.635"
"IMF.RES:WEO(4.0.0)","MDA.LP.A","OBS_VALUE","Moldova, Republic of","Population, Number","Annual","Millions","2.906","2.897","2.89","2.883","2.879","2.876","2.873","2.873","2.873","2.871","2.869","2.845","2.824","2.78","2.73","2.682","2.634","2.587"
"IMF.RES:WEO(4.0.0)","MAC.LP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Population, Number","Annual","Millions","0.463","0.484","0.513","0.538","0.549","0.542","0.552","0.557","0.582","0.608","0.636","0.647","0.645","0.653","0.667","0.68","0.683","0.683"
"IMF.RES:WEO(4.0.0)","MAR.LP.A","OBS_VALUE","Morocco","Population, Number","Annual","Millions","29.826","30.215","30.606","30.998","31.391","31.786","32.182","32.579","32.978","33.378","33.77","34.125","34.487","34.852","35.22","35.587","35.952","36.313"
"IMF.RES:WEO(4.0.0)","MNG.LP.A","OBS_VALUE","Mongolia","Population, Number","Annual","Millions","2.522","2.551","2.583","2.62","2.666","2.716","2.761","2.812","2.868","2.93","2.996","3.058","3.12","3.178","3.238","3.297","3.358","3.41"
"IMF.RES:WEO(4.0.0)","MYS.LP.A","OBS_VALUE","Malaysia","Population, Number","Annual","Millions","25.905","26.477","26.832","27.1","27.6","28.082","28.589","29.062","29.51","30.214","30.709","31.186","31.634","32.023","32.382","32.523","32.447","32.576"
"IMF.RES:WEO(4.0.0)","NAM.LP.A","OBS_VALUE","Namibia","Population, Number","Annual","Millions","1.93","1.954","1.979","2.005","2.032","2.062","2.093","2.127","2.166","2.223","2.282","2.342","2.406","2.472","2.541","2.613","2.688","2.77"
"IMF.RES:WEO(4.0.0)","NZL.LP.A","OBS_VALUE","New Zealand","Population, Number","Annual","Millions","4.089","4.136","4.185","4.226","4.262","4.305","4.353","4.386","4.411","4.447","4.52","4.613","4.717","4.815","4.902","4.986","5.086","5.111"
"IMF.RES:WEO(4.0.0)","OMN.LP.A","OBS_VALUE","Oman","Population, Number","Annual","Millions","2.57","2.618","2.67","2.726","2.785","2.883","2.998","3.295","3.623","3.855","3.992","4.159","4.414","4.56","4.602","4.618","4.445","4.488"
"IMF.RES:WEO(4.0.0)","PLW.LP.A","OBS_VALUE","Palau, Republic of","Population, Number","Annual","Millions","0.02","0.02","0.02","0.019","0.019","0.018","0.018","0.018","0.017","0.018","0.018","0.018","0.018","0.018","0.018","0.018","0.018","0.018"
"IMF.RES:WEO(4.0.0)","PRI.LP.A","OBS_VALUE","Puerto Rico","Population, Number","Annual","Millions","3.827","3.821","3.805","3.783","3.761","3.74","3.722","3.679","3.634","3.593","3.535","3.474","3.411","3.3","3.2","3.2","3.159","3.2"
"IMF.RES:WEO(4.0.0)","ROU.LP.A","OBS_VALUE","Romania","Population, Number","Annual","Millions","21.521","21.382","21.257","21.131","20.635","20.44","20.295","20.199","20.096","20.02","19.947","19.871","19.761","19.644","19.533","19.414","19.329","19.202"
"IMF.RES:WEO(4.0.0)","QAT.LP.A","OBS_VALUE","Qatar","Population, Number","Annual","Millions","0.72","0.821","0.968","1.152","1.554","1.639","1.715","1.733","1.833","2.004","2.216","2.438","2.618","2.725","2.76","2.799","2.834","2.748"
"IMF.RES:WEO(4.0.0)","RWA.LP.A","OBS_VALUE","Rwanda","Population, Number","Annual","Millions","8.6","8.8","9.0","9.2","9.5","9.7","10.0","10.2","10.483","10.737","10.997","11.263","11.533","11.809","12.09","12.374","12.663","12.956"
"IMF.RES:WEO(4.0.0)","SEN.LP.A","OBS_VALUE","Senegal","Population, Number","Annual","Millions","10.81","11.09","11.382","11.687","12.005","12.335","12.678","13.034","13.402","13.782","14.175","14.578","14.994","15.419","15.854","16.296","16.744","17.204"
"IMF.RES:WEO(4.0.0)","SGP.LP.A","OBS_VALUE","Singapore","Population, Number","Annual","Millions","4.167","4.266","4.401","4.589","4.839","4.988","5.077","5.184","5.312","5.399","5.47","5.535","5.607","5.612","5.639","5.704","5.686","5.454"
"IMF.RES:WEO(4.0.0)","SLV.LP.A","OBS_VALUE","El Salvador","Population, Number","Annual","Millions","6.036","6.038","6.034","6.044","6.068","6.091","6.114","6.137","6.161","6.186","6.21","6.231","6.251","6.267","6.276","6.28","6.293","6.314"
"IMF.RES:WEO(4.0.0)","SMR.LP.A","OBS_VALUE","San Marino, Republic of","Population, Number","Annual","Millions","0.029","0.029","0.03","0.03","0.03","0.031","0.031","0.032","0.032","0.032","0.033","0.033","0.033","0.033","0.033","0.034","0.034","0.034"
"IMF.RES:WEO(4.0.0)","SRB.LP.A","OBS_VALUE","Serbia, Republic of","Population, Number","Annual","Millions","7.463","7.441","7.412","7.382","7.35","7.321","7.291","7.237","7.201","7.167","7.132","7.095","7.058","7.021","6.983","6.945","6.899","6.834"
"IMF.RES:WEO(4.0.0)","TGO.LP.A","OBS_VALUE","Togo","Population, Number","Annual","Millions","5.565","5.712","5.874","6.048","6.222","6.399","6.572","6.749","6.927","7.106","7.288","7.473","7.661","7.853","8.047","8.243","8.443","8.647"
"IMF.RES:WEO(4.0.0)","TLS.LP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Population, Number","Annual","Millions","0.935","0.957","0.982","1.007","1.032","1.055","1.077","1.1","1.125","1.15","1.173","1.196","1.215","1.234","1.253","1.271","1.29","1.31"
"IMF.RES:WEO(4.0.0)","THA.LP.A","OBS_VALUE","Thailand","Population, Number","Annual","Millions","64.995","65.416","65.813","66.182","66.531","66.867","67.195","67.518","67.836","68.145","68.439","68.715","68.971","69.21","69.428","69.626","69.8","69.951"
"IMF.RES:WEO(4.0.0)","TUV.LP.A","OBS_VALUE","Tuvalu","Population, Number","Annual","Millions","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.01","0.01","0.01"
"IMF.RES:WEO(4.0.0)","WBG.LP.A","OBS_VALUE","West Bank and Gaza","Population, Number","Annual","Millions","3.407","3.508","3.612","3.719","3.821","3.922","4.023","4.125","4.226","4.328","4.429","4.53","4.632","4.733","4.854","4.977","5.101","5.227"
"IMF.RES:WEO(4.0.0)","VNM.LP.A","OBS_VALUE","Vietnam","Population, Number","Annual","Millions","83.063","83.833","84.618","85.42","86.243","87.092","87.968","87.86","88.809","89.76","90.729","91.713","92.695","93.672","94.666","96.484","97.583","98.506"
